Date, Open, High, Low, Close
01/22/21, 6822.6, 6823.9, 6794.1, 6800.4
01/21/21, 6786.5, 6829.3, 6786.5, 6823.7
01/20/21, 6751.7, 6788.1, 6750.6, 6770.4
01/19/21, 6670.5, 6748.9, 6670.5, 6742.6
01/18/21, 6700.9, 6702.4, 6651.6, 6663.0
01/15/21, 6730.8, 6752.4, 6715.4, 6715.4
01/14/21, 6688.3, 6724.8, 6669.3, 6715.3
01/13/21, 6684.0, 6691.6, 6657.1, 6686.6
01/12/21, 6697.7, 6733.5, 6679.1, 6679.1
01/11/21, 6760.8, 6761.0, 6689.4, 6697.2
01/08/21, 6721.0, 6757.9, 6713.8, 6757.9
01/07/21, 6638.2, 6733.4, 6637.6, 6712.0
01/06/21, 6685.7, 6685.7, 6588.9, 6607.1
01/05/21, 6684.5, 6684.5, 6635.1, 6681.9
01/04/21, 6593.3, 6684.2, 6592.2, 6684.2
12/31/20, 6679.8, 6680.9, 6587.1, 6587.1
12/30/20, 6697.1, 6697.7, 6630.5, 6682.4
12/29/20, 6675.6, 6725.1, 6675.6, 6700.3
12/24/20, 6657.9, 6704.9, 6657.9, 6664.8
12/23/20, 6609.3, 6661.2, 6609.3, 6643.1
12/22/20, 6663.9, 6664.6, 6585.0, 6599.6
12/21/20, 6677.2, 6678.5, 6635.8, 6669.9
12/18/20, 6757.0, 6765.7, 6675.5, 6675.5
12/17/20, 6688.0, 6756.7, 6687.6, 6756.7
12/16/20, 6653.3, 6719.6, 6650.0, 6679.2
12/15/20, 6654.2, 6654.5, 6625.7, 6631.3
12/14/20, 6645.7, 6693.7, 6645.7, 6660.2
12/11/20, 6688.2, 6688.2, 6632.3, 6642.6
12/10/20, 6723.7, 6724.6, 6678.3, 6683.1
12/09/20, 6697.1, 6745.3, 6697.1, 6728.5
12/08/20, 6669.4, 6699.4, 6658.9, 6687.7
12/07/20, 6634.3, 6714.7, 6634.3, 6675.0
12/04/20, 6615.5, 6650.1, 6613.9, 6634.1
12/03/20, 6606.7, 6628.2, 6601.4, 6615.3
12/02/20, 6601.2, 6616.0, 6561.5, 6590.2
12/01/20, 6517.2, 6613.5, 6511.4, 6588.5
11/30/20, 6605.5, 6641.1, 6517.8, 6517.8
11/27/20, 6627.7, 6629.2, 6587.9, 6601.1
11/26/20, 6680.5, 6686.4, 6636.4, 6636.4
11/25/20, 6667.4, 6713.3, 6665.9, 6683.3
11/24/20, 6576.1, 6661.4, 6575.0, 6644.1
11/23/20, 6550.6, 6594.0, 6549.6, 6561.6
11/20/20, 6544.0, 6562.1, 6535.6, 6539.2
11/19/20, 6531.5, 6547.2, 6498.0, 6547.2
11/18/20, 6496.0, 6541.2, 6494.7, 6531.1
11/17/20, 6496.3, 6530.4, 6490.2, 6498.2
11/16/20, 6423.5, 6487.3, 6422.9, 6484.3
11/13/20, 6418.4, 6418.4, 6377.6, 6405.2
11/12/20, 6454.7, 6470.9, 6399.6, 6418.2
11/11/20, 6357.1, 6451.0, 6355.2, 6449.7
11/10/20, 6322.1, 6438.2, 6322.1, 6340.5
11/09/20, 6196.8, 6303.1, 6196.7, 6298.8
11/06/20, 6152.1, 6202.3, 6150.8, 6190.2
11/05/20, 6064.3, 6143.7, 6063.3, 6139.6
11/04/20, 6068.5, 6096.4, 5986.0, 6062.1
11/03/20, 5967.1, 6090.8, 5964.2, 6066.4
11/02/20, 5934.8, 5960.6, 5904.1, 5951.3
10/30/20, 5969.2, 5986.6, 5927.6, 5927.6
10/29/20, 6032.2, 6034.2, 5940.0, 5960.3
10/28/20, 6042.8, 6075.6, 6020.2, 6057.7
10/27/20, 6140.9, 6142.1, 6033.8, 6051.0
10/26/20, 6164.7, 6206.5, 6154.8, 6155.6
10/23/20, 6177.1, 6184.2, 6148.4, 6167.0
10/22/20, 6179.3, 6179.7, 6100.6, 6173.8
10/21/20, 6187.3, 6206.3, 6181.2, 6191.8
10/20/20, 6226.5, 6241.1, 6181.1, 6184.6
10/19/20, 6187.0, 6248.3, 6184.6, 6229.4
10/16/20, 6208.1, 6216.2, 6165.0, 6176.8
10/15/20, 6185.2, 6233.4, 6184.3, 6210.3
10/14/20, 6191.7, 6198.4, 6174.7, 6179.2
10/13/20, 6143.3, 6214.7, 6143.3, 6195.7
10/12/20, 6104.4, 6132.0, 6093.1, 6132.0
10/09/20, 6106.7, 6127.4, 6087.6, 6102.2
10/08/20, 6050.0, 6123.4, 6049.1, 6102.0
10/07/20, 5953.1, 6043.8, 5944.7, 6036.4
10/06/20, 5949.0, 5963.9, 5912.7, 5962.1
10/05/20, 5815.6, 5942.8, 5815.5, 5941.6
10/02/20, 5864.1, 5865.7, 5779.6, 5791.5
10/01/20, 5832.2, 5916.5, 5832.0, 5872.9
09/30/20, 5952.0, 5952.0, 5815.9, 5815.9
09/29/20, 5962.8, 5995.4, 5935.1, 5952.1
09/28/20, 5960.9, 5977.3, 5941.0, 5952.3
09/25/20, 5887.9, 5973.7, 5887.9, 5964.9
09/24/20, 5902.4, 5903.3, 5824.8, 5875.9
09/23/20, 5799.0, 5933.3, 5798.6, 5923.9
09/22/20, 5809.1, 5809.5, 5763.2, 5784.1
09/21/20, 5861.0, 5868.5, 5808.2, 5822.6
09/18/20, 5894.7, 5921.4, 5864.5, 5864.5
09/17/20, 5956.5, 5956.5, 5883.2, 5883.2
09/16/20, 5905.1, 5958.5, 5905.1, 5956.1
09/15/20, 5909.5, 5919.2, 5883.9, 5894.8
09/14/20, 5873.6, 5903.2, 5871.4, 5899.5
09/11/20, 5897.9, 5897.9, 5836.2, 5859.4
09/10/20, 5898.8, 5955.7, 5874.8, 5908.5
09/09/20, 5977.5, 5980.3, 5849.4, 5878.6
09/08/20, 5952.7, 6025.5, 5952.7, 6007.8
09/07/20, 5924.3, 5958.9, 5869.9, 5944.8
09/04/20, 6075.4, 6078.9, 5918.8, 5925.5
09/03/20, 6067.3, 6130.8, 6067.3, 6112.6
09/02/20, 5973.9, 6075.7, 5971.7, 6063.2
09/01/20, 6044.8, 6046.1, 5908.9, 5953.4
08/31/20, 6077.1, 6093.9, 6060.5, 6060.5
08/28/20, 6118.5, 6119.2, 6056.0, 6073.8
08/27/20, 6119.1, 6159.8, 6117.1, 6126.2
08/26/20, 6160.4, 6160.4, 6079.8, 6116.4
08/25/20, 6139.7, 6199.2, 6130.1, 6161.4
08/24/20, 6110.0, 6134.8, 6094.7, 6129.6
08/21/20, 6125.8, 6166.4, 6104.8, 6111.2
08/20/20, 6164.0, 6165.0, 6096.7, 6120.0
08/19/20, 6125.4, 6196.6, 6122.5, 6167.6
08/18/20, 6076.5, 6139.3, 6075.6, 6123.4
08/17/20, 6117.5, 6118.0, 6059.3, 6076.4
08/14/20, 6096.0, 6139.1, 6095.0, 6126.2
08/13/20, 6138.9, 6157.3, 6075.8, 6091.0
08/12/20, 6133.0, 6154.5, 6101.1, 6132.0
08/11/20, 6112.7, 6186.1, 6112.0, 6138.7
08/10/20, 6008.3, 6125.3, 6008.1, 6110.2
08/07/20, 6032.6, 6033.7, 5993.4, 6004.8
08/06/20, 6015.8, 6049.3, 6009.3, 6042.2
08/05/20, 6031.7, 6033.9, 5964.9, 6001.3
08/04/20, 5947.1, 6059.5, 5946.8, 6037.6
08/03/20, 5928.3, 5947.1, 5860.7, 5926.1
07/31/20, 6037.5, 6038.2, 5893.2, 5927.8
07/30/20, 6019.4, 6067.0, 6019.4, 6051.1
07/29/20, 6019.2, 6051.1, 6000.7, 6006.4
07/28/20, 6051.9, 6113.8, 6019.8, 6020.5
07/27/20, 6018.5, 6044.5, 6013.1, 6044.2
07/24/20, 6084.1, 6085.7, 6010.7, 6024.0
07/23/20, 6071.0, 6102.7, 6052.1, 6094.5
07/22/20, 6137.4, 6137.6, 6055.5, 6075.1
07/21/20, 6008.9, 6160.6, 6008.9, 6156.3
07/20/20, 6038.5, 6038.8, 5991.9, 6001.6
07/17/20, 6016.9, 6042.4, 5999.4, 6033.6
07/16/20, 6059.2, 6078.0, 5989.9, 6010.9
07/15/20, 5957.6, 6052.9, 5957.6, 6052.9
07/14/20, 5968.3, 5970.4, 5918.8, 5941.1
07/13/20, 5998.4, 6007.4, 5943.4, 5977.5
07/10/20, 5953.0, 5956.2, 5899.5, 5919.2
07/09/20, 5939.1, 5998.8, 5937.1, 5955.5
07/08/20, 6006.4, 6018.4, 5920.3, 5920.3
07/07/20, 6026.4, 6077.3, 6004.2, 6012.9
07/06/20, 6053.5, 6078.3, 6014.6, 6014.6
07/03/20, 6037.6, 6101.4, 6021.7, 6057.9
07/02/20, 5942.0, 6034.9, 5942.0, 6032.7
07/01/20, 5903.6, 5953.9, 5892.8, 5934.4
06/30/20, 5834.3, 5955.2, 5834.3, 5897.9
06/29/20, 5877.8, 5881.1, 5773.2, 5815.0
06/26/20, 5840.2, 5913.6, 5838.8, 5904.1
06/25/20, 5937.2, 5938.3, 5817.7, 5817.7
06/24/20, 5958.5, 5992.8, 5942.3, 5965.7
06/23/20, 5955.7, 5999.2, 5882.8, 5954.4
06/22/20, 5935.0, 5972.6, 5881.1, 5944.5
06/19/20, 5942.5, 6006.3, 5929.9, 5942.6
06/18/20, 5986.9, 5986.9, 5888.7, 5936.5
06/17/20, 5952.1, 5991.8, 5931.5, 5991.8
06/16/20, 5760.2, 5975.8, 5758.5, 5942.3
06/15/20, 5846.7, 5857.7, 5719.8, 5719.8
06/12/20, 5920.1, 5920.1, 5756.5, 5847.8
06/11/20, 6123.4, 6123.4, 5949.6, 5960.6
06/10/20, 6131.3, 6182.3, 6089.7, 6148.4
06/09/20, 6037.6, 6198.6, 6037.6, 6144.9
06/05/20, 5989.5, 6017.8, 5963.0, 5998.7
06/04/20, 5962.0, 6040.2, 5943.9, 5991.8
06/03/20, 5854.7, 5943.7, 5854.0, 5941.6
06/02/20, 5818.2, 5859.0, 5800.0, 5835.1
06/01/20, 5755.5, 5819.2, 5705.4, 5819.2
05/29/20, 5843.1, 5844.1, 5755.7, 5755.7
05/28/20, 5798.9, 5922.0, 5798.3, 5851.1
05/27/20, 5775.3, 5835.9, 5713.9, 5775.0
05/26/20, 5619.7, 5780.0, 5619.7, 5780.0
05/25/20, 5513.7, 5615.6, 5512.4, 5615.6
05/22/20, 5555.3, 5569.7, 5494.8, 5497.0
05/21/20, 5583.2, 5610.8, 5545.2, 5550.4
05/20/20, 5544.3, 5587.1, 5507.0, 5573.0
05/19/20, 5501.3, 5606.8, 5501.0, 5559.5
05/18/20, 5424.7, 5486.3, 5424.0, 5460.5
05/15/20, 5342.3, 5412.4, 5342.3, 5404.8
05/14/20, 5421.7, 5421.7, 5328.7, 5328.7
05/13/20, 5390.0, 5421.9, 5301.9, 5421.9
05/12/20, 5459.4, 5461.4, 5374.0, 5403.0
05/11/20, 5405.9, 5489.5, 5405.8, 5461.2
05/08/20, 5378.7, 5428.0, 5378.5, 5391.1
05/07/20, 5385.6, 5388.3, 5347.3, 5364.2
05/06/20, 5403.9, 5408.6, 5345.0, 5384.6
05/05/20, 5331.0, 5407.1, 5329.6, 5407.1
05/04/20, 5246.6, 5328.4, 5169.6, 5319.8
05/01/20, 5491.3, 5491.3, 5245.9, 5245.9
04/30/20, 5414.2, 5549.1, 5411.4, 5522.4
04/29/20, 5325.0, 5393.4, 5312.7, 5393.4
04/28/20, 5325.4, 5373.8, 5272.8, 5313.1
04/27/20, 5239.0, 5329.4, 5214.8, 5321.4
04/24/20, 5216.7, 5263.8, 5207.5, 5242.6
04/23/20, 5245.4, 5282.6, 5181.7, 5217.1
04/22/20, 5203.4, 5251.7, 5100.7, 5221.2
04/21/20, 5345.8, 5347.9, 5214.5, 5221.3
04/20/20, 5486.3, 5490.6, 5353.0, 5353.0
04/17/20, 5433.5, 5563.6, 5433.5, 5487.5
04/16/20, 5433.1, 5437.2, 5345.0, 5416.3
04/15/20, 5489.0, 5533.0, 5416.4, 5466.7
04/14/20, 5387.4, 5490.7, 5360.0, 5488.1
04/09/20, 5229.1, 5387.3, 5229.1, 5387.3
04/08/20, 5235.8, 5321.0, 5121.9, 5206.9
04/07/20, 5306.8, 5423.1, 5187.0, 5252.3
04/06/20, 5077.8, 5302.2, 5076.9, 5286.8
04/03/20, 5181.0, 5246.8, 5022.4, 5067.5
04/02/20, 5227.7, 5227.8, 5065.2, 5154.3
04/01/20, 5111.1, 5272.3, 5110.5, 5258.6
03/31/20, 5196.1, 5366.4, 5005.8, 5076.8
03/30/20, 4833.1, 5181.4, 4833.1, 5181.4
03/27/20, 5142.8, 5236.7, 4842.4, 4842.4
03/26/20, 5012.2, 5174.4, 5008.6, 5113.3
03/25/20, 4813.0, 5024.5, 4796.8, 4998.1
03/24/20, 4556.2, 4735.7, 4556.2, 4735.7
03/23/20, 4753.9, 4761.0, 4402.5, 4546.0
03/20/20, 4818.4, 5016.1, 4795.6, 4816.6
03/19/20, 4976.7, 5102.5, 4741.0, 4782.9
03/18/20, 5278.3, 5280.2, 4888.1, 4953.2
03/17/20, 4999.2, 5303.7, 4997.3, 5293.4
03/16/20, 5468.8, 5468.8, 5002.0, 5002.0
03/13/20, 5242.9, 5539.3, 4873.7, 5539.3
03/12/20, 5703.8, 5706.2, 5290.0, 5304.6
03/11/20, 5934.0, 5972.5, 5725.9, 5725.9
03/10/20, 5726.4, 5939.6, 5538.9, 5939.6
03/09/20, 6131.6, 6132.6, 5760.6, 5760.6
03/06/20, 6369.4, 6369.6, 6216.2, 6216.2
03/05/20, 6350.8, 6447.1, 6350.0, 6395.7
03/04/20, 6417.1, 6418.2, 6310.2, 6325.4
03/03/20, 6419.6, 6524.3, 6419.6, 6435.7
03/02/20, 6438.9, 6438.9, 6245.2, 6391.5
02/28/20, 6616.4, 6616.4, 6426.8, 6441.2
02/27/20, 6709.3, 6728.2, 6630.5, 6657.9
02/26/20, 6836.5, 6839.5, 6690.1, 6708.1
02/25/20, 6947.9, 6947.9, 6800.0, 6866.6
02/24/20, 7120.9, 7120.9, 6967.9, 6978.3
02/21/20, 7162.1, 7162.6, 7135.7, 7139.0
02/20/20, 7149.5, 7197.2, 7146.1, 7162.5
02/19/20, 7113.8, 7144.6, 7102.9, 7144.6
02/18/20, 7121.1, 7121.1, 7096.8, 7113.7
02/17/20, 7133.2, 7137.4, 7104.4, 7125.1
02/14/20, 7104.7, 7138.4, 7101.1, 7130.2
02/13/20, 7098.7, 7145.8, 7086.8, 7103.2
02/12/20, 7057.6, 7098.6, 7055.1, 7088.2
02/11/20, 7017.2, 7070.2, 7017.2, 7055.3
02/10/20, 7018.6, 7024.4, 6982.6, 7012.5
02/07/20, 7045.2, 7051.6, 7002.0, 7022.6
02/06/20, 6987.9, 7050.0, 6987.9, 7049.2
02/05/20, 6965.3, 7009.3, 6962.9, 6976.1
02/04/20, 6921.4, 6963.3, 6915.0, 6948.7
02/03/20, 6983.7, 6984.6, 6897.0, 6923.3
01/31/20, 7017.8, 7046.7, 7009.9, 7017.2
01/30/20, 7031.3, 7038.2, 6993.0, 7008.4
01/29/20, 7005.6, 7046.8, 7005.2, 7031.5
01/28/20, 7051.2, 7051.4, 6964.7, 6994.5
01/24/20, 7085.7, 7122.7, 7085.7, 7090.5
01/23/20, 7130.7, 7130.9, 7068.8, 7088.0
01/22/20, 7062.6, 7144.9, 7062.2, 7132.7
01/21/20, 7074.9, 7074.9, 7040.7, 7066.3
01/20/20, 7071.3, 7092.5, 7071.3, 7079.5
01/17/20, 7051.1, 7088.1, 7050.4, 7064.1
01/16/20, 6998.9, 7041.8, 6995.5, 7041.8
01/15/20, 6965.5, 6996.8, 6960.4, 6994.8
01/14/20, 6910.6, 6962.8, 6910.6, 6962.2
01/13/20, 6917.6, 6918.5, 6880.7, 6903.7
01/10/20, 6875.1, 6933.2, 6875.0, 6929.0
01/09/20, 6828.3, 6889.2, 6826.0, 6874.2
01/08/20, 6827.5, 6831.7, 6749.6, 6817.6
01/07/20, 6741.6, 6834.3, 6741.0, 6826.4
01/06/20, 6733.1, 6738.6, 6671.7, 6735.7
01/03/20, 6703.6, 6788.2, 6703.6, 6733.5
01/02/20, 6681.2, 6709.2, 6669.2, 6690.6
12/31/19, 6791.5, 6791.9, 6684.1, 6684.1
12/30/19, 6819.3, 6824.7, 6764.6, 6804.9
12/27/19, 6797.8, 6822.1, 6796.3, 6821.7
12/24/19, 6787.3, 6794.9, 6776.2, 6794.2
12/23/19, 6811.8, 6811.8, 6785.1, 6785.1
12/20/19, 6834.7, 6842.8, 6808.4, 6816.3
12/19/19, 6854.6, 6872.8, 6819.9, 6833.1
12/18/19, 6849.4, 6863.8, 6833.4, 6851.4
12/17/19, 6853.5, 6871.3, 6839.1, 6847.3
12/16/19, 6741.6, 6866.1, 6741.6, 6849.7
12/13/19, 6721.8, 6753.1, 6721.5, 6739.7
12/12/19, 6750.5, 6753.0, 6701.2, 6708.8
12/11/19, 6709.9, 6752.6, 6709.7, 6752.6
12/10/19, 6731.7, 6734.3, 6702.9, 6706.9
12/09/19, 6717.1, 6740.0, 6711.9, 6730.0
12/06/19, 6683.6, 6712.3, 6681.8, 6707.0
12/05/19, 6621.8, 6684.6, 6621.8, 6683.0
12/04/19, 6691.7, 6692.3, 6590.1, 6606.5
12/03/19, 6846.3, 6847.1, 6703.7, 6712.3
12/02/19, 6848.4, 6890.0, 6840.6, 6862.3
11/29/19, 6869.1, 6893.7, 6846.0, 6846.0
11/28/19, 6854.7, 6879.5, 6854.0, 6864.0
11/27/19, 6790.3, 6852.1, 6788.0, 6850.6
11/26/19, 6739.4, 6797.6, 6737.9, 6787.5
11/25/19, 6712.0, 6758.0, 6712.0, 6731.4
11/22/19, 6679.0, 6725.1, 6679.0, 6709.8
11/21/19, 6714.3, 6714.6, 6637.3, 6672.9
11/20/19, 6812.0, 6812.0, 6714.9, 6722.4
11/19/19, 6773.0, 6814.2, 6755.0, 6814.2
11/18/19, 6798.6, 6799.2, 6749.1, 6766.8
11/15/19, 6736.6, 6798.7, 6736.6, 6793.7
11/14/19, 6693.1, 6744.8, 6687.7, 6735.1
11/13/19, 6755.6, 6766.2, 6698.3, 6698.4
11/12/19, 6768.4, 6779.3, 6730.9, 6753.0
11/11/19, 6717.3, 6772.5, 6717.3, 6772.5
11/08/19, 6729.3, 6742.2, 6706.1, 6724.1
11/07/19, 6660.8, 6727.7, 6659.7, 6726.6
11/06/19, 6706.5, 6715.2, 6658.2, 6660.2
11/05/19, 6695.6, 6725.9, 6678.9, 6697.1
11/04/19, 6680.9, 6713.5, 6670.8, 6686.9
11/01/19, 6651.8, 6671.7, 6634.7, 6669.1
10/31/19, 6681.0, 6686.2, 6639.8, 6663.4
10/30/19, 6742.4, 6742.4, 6680.2, 6689.5
10/29/19, 6745.4, 6761.5, 6735.7, 6745.4
10/28/19, 6739.9, 6766.2, 6739.8, 6740.7
10/25/19, 6699.1, 6741.5, 6698.4, 6739.2
10/24/19, 6682.4, 6715.2, 6682.0, 6693.6
10/23/19, 6670.0, 6673.2, 6635.7, 6673.1
10/22/19, 6659.1, 6680.4, 6648.3, 6672.2
10/21/19, 6643.5, 6652.5, 6612.4, 6652.5
10/18/19, 6682.8, 6683.2, 6633.9, 6649.7
10/17/19, 6730.5, 6737.4, 6681.4, 6684.7
10/16/19, 6660.0, 6737.8, 6659.7, 6736.5
10/15/19, 6637.0, 6657.4, 6621.9, 6652.0
10/14/19, 6622.5, 6676.2, 6622.5, 6642.6
10/11/19, 6564.3, 6614.6, 6564.3, 6606.8
10/10/19, 6546.1, 6570.9, 6529.3, 6547.1
10/09/19, 6580.3, 6580.3, 6520.3, 6546.7
10/08/19, 6569.2, 6601.2, 6567.4, 6593.4
10/07/19, 6526.3, 6564.9, 6525.5, 6563.6
10/04/19, 6498.1, 6532.7, 6489.9, 6517.1
10/03/19, 6614.7, 6614.9, 6475.4, 6493.0
10/02/19, 6729.6, 6729.6, 6639.8, 6639.9
10/01/19, 6688.6, 6743.7, 6687.8, 6742.8
09/30/19, 6715.9, 6734.7, 6688.3, 6688.3
09/27/19, 6681.6, 6721.2, 6681.6, 6716.1
09/26/19, 6715.4, 6720.8, 6667.1, 6677.6
09/25/19, 6736.4, 6736.4, 6696.3, 6710.2
09/24/19, 6747.6, 6764.0, 6745.3, 6748.9
09/23/19, 6732.4, 6770.0, 6732.4, 6749.7
09/20/19, 6719.0, 6775.6, 6719.0, 6730.8
09/19/19, 6686.3, 6742.9, 6686.3, 6717.5
09/18/19, 6693.8, 6703.3, 6673.8, 6681.6
09/17/19, 6664.0, 6695.3, 6649.1, 6695.3
09/16/19, 6688.1, 6688.5, 6646.6, 6673.5
09/13/19, 6659.2, 6676.5, 6653.7, 6669.2
09/12/19, 6646.9, 6687.4, 6642.6, 6654.9
09/11/19, 6621.7, 6638.4, 6615.6, 6638.0
09/10/19, 6654.8, 6654.8, 6595.7, 6614.1
09/09/19, 6643.4, 6659.7, 6631.2, 6648.0
09/06/19, 6619.6, 6656.1, 6619.6, 6647.3
09/05/19, 6553.8, 6622.8, 6551.0, 6613.2
09/04/19, 6559.0, 6559.0, 6503.9, 6553.0
09/03/19, 6578.5, 6591.3, 6554.3, 6573.4
09/02/19, 6604.8, 6604.8, 6558.3, 6579.4
08/30/19, 6519.4, 6612.1, 6519.4, 6604.2
08/29/19, 6505.0, 6510.9, 6475.5, 6507.4
08/28/19, 6469.8, 6502.0, 6462.0, 6500.6
08/27/19, 6445.8, 6483.1, 6439.2, 6471.2
08/26/19, 6489.1, 6489.1, 6409.8, 6440.1
08/23/19, 6497.0, 6529.2, 6495.3, 6523.1
08/22/19, 6486.2, 6521.3, 6485.3, 6501.8
08/21/19, 6524.8, 6524.8, 6466.6, 6483.3
08/20/19, 6470.5, 6545.0, 6470.5, 6545.0
08/19/19, 6415.0, 6468.4, 6415.0, 6467.4
08/16/19, 6407.3, 6425.3, 6396.0, 6405.5
08/15/19, 6568.2, 6568.2, 6405.6, 6408.1
08/14/19, 6580.1, 6600.7, 6555.9, 6595.9
08/13/19, 6586.4, 6593.3, 6558.5, 6568.5
08/12/19, 6580.7, 6590.3, 6555.1, 6590.3
08/09/19, 6581.0, 6592.5, 6562.5, 6584.4
08/08/19, 6515.1, 6568.1, 6462.3, 6568.1
08/07/19, 6477.2, 6530.2, 6467.5, 6519.5
08/06/19, 6598.7, 6598.7, 6444.4, 6478.1
08/05/19, 6762.9, 6764.8, 6639.4, 6640.3
08/02/19, 6768.7, 6771.3, 6747.8, 6768.6
08/01/19, 6801.3, 6806.4, 6780.6, 6788.9
07/31/19, 6838.8, 6839.0, 6812.6, 6812.6
07/30/19, 6834.5, 6875.5, 6834.3, 6845.1
07/29/19, 6794.4, 6834.4, 6794.4, 6825.8
07/26/19, 6814.5, 6814.5, 6779.5, 6793.4
07/25/19, 6771.1, 6818.0, 6771.1, 6818.0
07/24/19, 6730.5, 6783.3, 6729.8, 6776.7
07/23/19, 6691.9, 6730.7, 6688.8, 6724.6
07/22/19, 6701.3, 6710.7, 6673.2, 6691.2
07/19/19, 6649.0, 6705.4, 6646.6, 6700.3
07/18/19, 6667.8, 6669.6, 6630.7, 6649.1
07/17/19, 6642.9, 6675.4, 6626.6, 6673.3
07/16/19, 6656.4, 6665.3, 6641.0, 6641.0
07/15/19, 6694.9, 6694.9, 6638.5, 6653.0
07/12/19, 6717.1, 6717.1, 6687.7, 6696.5
07/11/19, 6693.0, 6729.4, 6686.1, 6716.1
07/10/19, 6669.2, 6718.2, 6669.2, 6689.8
07/09/19, 6674.5, 6679.0, 6641.4, 6665.7
07/08/19, 6740.0, 6740.0, 6672.2, 6672.2
07/05/19, 6715.9, 6769.6, 6714.8, 6751.3
07/04/19, 6690.5, 6731.9, 6690.5, 6718.0
07/03/19, 6654.2, 6692.4, 6641.7, 6685.5
07/02/19, 6648.4, 6686.5, 6642.5, 6653.2
07/01/19, 6631.5, 6664.0, 6631.4, 6648.1
06/28/19, 6664.2, 6670.1, 6618.8, 6618.8
06/27/19, 6641.9, 6666.3, 6606.3, 6666.3
06/26/19, 6651.7, 6657.8, 6637.4, 6640.5
06/25/19, 6661.9, 6680.3, 6647.3, 6658.0
06/24/19, 6647.5, 6665.4, 6617.0, 6665.4
06/21/19, 6691.0, 6691.5, 6641.1, 6650.8
06/20/19, 6645.9, 6687.4, 6638.8, 6687.4
06/19/19, 6587.0, 6648.1, 6587.0, 6648.1
06/18/19, 6531.3, 6572.5, 6529.3, 6570.0
06/17/19, 6550.3, 6555.4, 6527.0, 6530.9
06/14/19, 6545.4, 6559.5, 6533.0, 6554.0
06/13/19, 6541.4, 6563.2, 6534.3, 6542.4
06/12/19, 6557.8, 6587.3, 6543.7, 6543.7
06/11/19, 6454.3, 6546.3, 6453.6, 6546.3
06/07/19, 6393.2, 6443.9, 6392.8, 6443.9
06/06/19, 6359.5, 6403.2, 6359.5, 6383.0
06/05/19, 6349.5, 6387.6, 6349.4, 6358.5
06/04/19, 6328.8, 6343.0, 6315.6, 6332.4
06/03/19, 6383.7, 6383.7, 6320.5, 6320.5
05/31/19, 6389.9, 6398.8, 6362.2, 6396.9
05/30/19, 6431.8, 6431.8, 6379.7, 6392.1
05/29/19, 6476.8, 6476.8, 6419.3, 6440.0
05/28/19, 6455.0, 6491.7, 6455.0, 6484.8
05/27/19, 6455.8, 6464.6, 6447.6, 6451.9
05/24/19, 6485.6, 6485.6, 6437.3, 6456.0
05/23/19, 6505.3, 6505.7, 6480.2, 6491.8
05/22/19, 6500.6, 6510.9, 6478.6, 6510.7
05/21/19, 6485.2, 6500.1, 6444.4, 6500.1
05/20/19, 6383.0, 6476.1, 6381.7, 6476.1
05/17/19, 6342.0, 6398.3, 6342.0, 6365.3
05/16/19, 6287.8, 6327.8, 6272.8, 6327.8
05/15/19, 6245.8, 6291.3, 6241.0, 6284.2
05/14/19, 6280.2, 6280.2, 6203.1, 6239.9
05/13/19, 6298.2, 6298.2, 6277.9, 6297.6
05/10/19, 6294.5, 6317.4, 6283.6, 6310.9
05/09/19, 6267.2, 6300.2, 6258.8, 6295.3
05/08/19, 6284.2, 6284.2, 6241.5, 6269.1
05/07/19, 6294.9, 6341.9, 6290.1, 6295.7
05/06/19, 6326.9, 6329.9, 6248.4, 6283.7
05/02/19, 6360.6, 6361.5, 6323.5, 6338.4
05/01/19, 6330.0, 6380.2, 6329.5, 6375.9
04/30/19, 6357.5, 6357.5, 6316.3, 6325.5
04/29/19, 6385.5, 6385.5, 6348.0, 6359.5
04/26/19, 6380.4, 6388.2, 6362.3, 6385.6
04/24/19, 6326.9, 6390.5, 6325.7, 6382.1
04/23/19, 6267.2, 6321.7, 6267.2, 6319.4
04/18/19, 6256.4, 6280.4, 6248.2, 6259.8
04/17/19, 6269.0, 6286.0, 6249.6, 6256.4
04/16/19, 6244.6, 6282.8, 6237.6, 6277.4
04/15/19, 6253.4, 6259.4, 6238.9, 6251.4
04/12/19, 6202.7, 6251.3, 6202.7, 6251.3
04/11/19, 6219.9, 6221.6, 6184.0, 6198.7
04/10/19, 6221.8, 6235.4, 6199.3, 6223.5
04/09/19, 6220.6, 6228.9, 6203.7, 6221.8
04/08/19, 6181.3, 6221.4, 6181.3, 6221.4
04/05/19, 6225.1, 6227.4, 6169.8, 6181.3
04/04/19, 6281.4, 6281.4, 6221.1, 6232.8
04/03/19, 6251.0, 6287.9, 6249.9, 6285.0
04/02/19, 6227.0, 6270.6, 6227.0, 6242.4
04/01/19, 6189.3, 6234.6, 6189.0, 6217.0
03/29/19, 6177.7, 6213.4, 6177.7, 6180.7
03/28/19, 6135.4, 6176.1, 6115.1, 6176.1
03/27/19, 6132.8, 6136.0, 6096.8, 6136.0
03/26/19, 6125.8, 6141.1, 6116.8, 6130.6
03/25/19, 6177.4, 6179.1, 6113.2, 6126.2
03/22/19, 6172.0, 6227.1, 6172.0, 6195.2
